title,condition,price,sold_date,num_bids,buy_it_now,best_offer
Oakley M Frame Gray & Black Frame Sunglasses Light Scratches Missing Nose Piece,Pre-Owned,$40.00,"Sold  Nov 26, 2023Sold Item",,No,Yes
Oakley Sunglasses M Frame Heater Lenses Vintage 1990s,Pre-Owned,$199.98,"Sold  Nov 26, 2023Sold Item",,Yes,No
Oakley Standard issue SI Ballistic M Frame Z87 Black Sunglasses + Lens And Case,Pre-Owned,$50.00,"Sold  Nov 26, 2023Sold Item",1 bid,No,No
Oakley Standard Issue Ballistic M Frame 2.0 Men's Sunglasses - Black/Clear,Brand New,$70.00,"Sold  Nov 26, 2023Sold Item",,No,Yes
Oakley M Frame Sport Sunglasses Blue Frame Mens Multi Colored Lenses With Case,Pre-Owned,$75.00,"Sold  Nov 26, 2023Sold Item",,No,Yes
Oakley SI Ballistic M Frame 3.0 Tactical Sunglasses Wind Dust Gasket New,Brand New,$75.00,"Sold  Nov 26, 2023Sold Item",,No,Yes
Oakley SI M Frame 2.0 Matte Black Ballistic Sunglasses Clear Lens,Pre-Owned,$70.99,"Sold  Nov 25, 2023Sold Item",,Yes,No
Oakley M Frame Black Glasses - preowned,Pre-Owned,$60.00,"Sold  Nov 25, 2023Sold Item",,Yes,No
Shop on eBay,Brand New,$20.00,,,Yes,No
Oakley Sport Sunglasses,Pre-Owned,$25.00,"Sold  Nov 25, 2023Sold Item",1 bid,No,Yes
Oakley Men's 11-161 M Frame Strike Non-Polarized OO9060 - Black Clear Lenses,New (Other),$92.08,"Sold  Nov 23, 2023Sold Item",,No,Yes
Oakley M Frame Black Iridium Vented Sweep Lens - VERY NICE,Pre-Owned,$49.99,"Sold  Nov 25, 2023Sold Item",,Yes,No
Oakley M Frame Pro Shooting Pack,Pre-Owned,$133.74,"Sold  Nov 25, 2023Sold Item",4 bids,No,No
Oakley Pro M Frame Sunglasses Yellow Frame with 2 Lenses and Hard Case,Pre-Owned,$107.50,"Sold  Nov 25, 2023Sold Item",10 bids,No,No
Oakley M2 Frame OO9212-07 Men's Navy Blue Frame w/Gray Polarized Lens Sunglasses,Pre-Owned,$69.99,"Sold  Nov 25, 2023Sold Item",1 bid,No,No
RARE COLOR Oakley Sport Iridium HT G30 Replacement Lens 08-1014 + 02-0415 Gold M,Pre-Owned,$60.00,"Sold  Nov 24, 2023Sold Item",1 bid,No,No
New In Box Oakley SI Ballistic M Frame 3.0 Gray Lens Multicam Sunglasses,Brand New,$75.00,"Sold  Nov 24, 2023Sold Item",,Yes,No
Oakley Sunglasses PRO M-Frame Olive Green Frame Black Polarized Lenses Very Good,Pre-Owned,$94.99,"Sold  Nov 24, 2023Sold Item",,No,Yes
Oakley USA M Frame Black Sunglasses G7,Pre-Owned,$36.00,"Sold  Nov 24, 2023Sold Item",,Yes,No
[OO9213-03] Mens Oakley Industrial M-Frame 2.0 Sunglasses,Brand New,$97.99,"Sold  Nov 24, 2023Sold Item",,Yes,No
Oakley Elite Special Forces S.I. Ballistic M Frame 2.0 Mens Sunglasses-Blk/Clear,Brand New,$90.00,"Sold  Nov 24, 2023Sold Item",,Yes,No
Oakley M2 Frame Sunglasses OO9212-04 Silver/Fire Iridium,Pre-Owned,$75.00,"Sold  Nov 24, 2023Sold Item",,No,Yes
Oakley M2 Frame XL Polished White Black Socks Replacement Frame Only Authentic,New (Other),$74.99,"Sold  Nov 24, 2023Sold Item",,Yes,No
Oakley Sunglasses M2 Frame XL OO9343-08 Polished Black Prizm Road,Brand New,$106.99,"Sold  Nov 23, 2023Sold Item",,Yes,No
Oakley M Frame Gold Mine w/ Gold Iridium Sunglasses,Pre-Owned,$130.00,"Sold  Nov 23, 2023Sold Item",1 bid,No,No
Oakley Pro M Frame Array Ballistic Hard Storage Case Black 07-004 RARE Good Used,Pre-Owned,$69.99,"Sold  Nov 23, 2023Sold Item",,Yes,No
Oakley Standard Issue Ballistic M Frame 2.0 Men's Sunglasses - Grey/Clear Lens,Brand New,$75.00,"Sold  Nov 23, 2023Sold Item",,Yes,No
Oakley Mens Black M-Frame Polarized Sunglasses,Pre-Owned,$95.00,"Sold  Nov 23, 2023Sold Item",,Yes,No
"Oakley M Frame Lenses, vintage 1990s Oakley, authentic! Has scratches",Pre-Owned,$49.99,"Sold  Nov 23, 2023Sold Item",,No,Yes
Oakley M2 Frame XL Fire Iridium Replacement Lens Authentic Red Yellow,New (Other),$74.99,"Sold  Nov 22, 2023Sold Item",,Yes,No
Oakley M Frame Blue W/Black Iridium Lenses,Pre-Owned,$109.99,"Sold  Nov 22, 2023Sold Item",,Yes,No
NEW Oakley SI Ballistic M-Frame 2.0 Black Frame w/ Clear & Dark Lens,Brand New,$64.95,"Sold  Nov 22, 2023Sold Item",1 bid,No,No
OAKLEY SI  (Two Lens) BALLISTIC M FRAME ALPHA  APEL safety glasses OO9296-10 USA,Brand New,$126.00,"Sold  Nov 22, 2023Sold Item",8 bids,No,No
Oakley M Frame Sport Sunglasses Red Frame Men’s Clear Lenses,Pre-Owned,$63.00,"Sold  Nov 22, 2023Sold Item",19 bids,No,No
Oakley M-Frame Gen 2 Hybrid Persimmon G26 Iridium Lens RARE New,New (Other),$300.00,"Sold  Nov 22, 2023Sold Item",,Yes,No
Oakley M-Frame Gen 2 Heater Blue Iridium Lenses RARE New,New (Other),$300.00,"Sold  Nov 22, 2023Sold Item",,No,Yes
Oakley M frame heater REDUCED PRICE!,Pre-Owned,$80.00,"Sold  Nov 22, 2023Sold Item",,Yes,No
Scratched - Black Iridium OAKLEY M FRAME Sweep Lenses Only! OEM,Pre-Owned,$11.99,"Sold  Nov 22, 2023Sold Item",,Yes,No
Oakley M Frame 3.0 Ballistic SI MIL PPE Made in Italy Black Clear,Pre-Owned,$68.99,"Sold  Nov 22, 2023Sold Item",,No,Yes
Oakley Vented lens for M Frame Sweep Sunglasses Scratched Lance Armstrong Sign,Pre-Owned,$24.99,"Sold  Nov 22, 2023Sold Item",,Yes,No
OAKLEY SI M Z87 FRAME 2.0 ~  MATTE BLACK~  MULTI LENS KIT ~ SUNGLASSES,Pre-Owned,$115.00,"Sold  Nov 22, 2023Sold Item",,No,Yes
Galaxy Nose Pads Rubber Kits For Oakley M Frame Hybrid/Heater/Sweep/Strike White,New (Other),$5.95,"Sold  Nov 21, 2023Sold Item",,Yes,No
Oakley Standard Issue Ballistic M Frame 2.0 Men's Sunglasses - Black/Clear,Brand New,$76.00,"Sold  Nov 21, 2023Sold Item",4 bids,No,No
Oakley M Frame Matte Black Frame w/ Satin Silver Oakley Icons - Brand New,New (Other),$115.00,"Sold  Nov 21, 2023Sold Item",,Yes,No
Oakley M Frame Blue Sunglasses (Needs new lenses) Worn Cushion Pads,Pre-Owned,$54.95,"Sold  Nov 21, 2023Sold Item",,No,Yes
Oakley M2 Frame XL Matte Black Replacement Frame Only Authentic OO9343,New (Other),$74.99,"Sold  Nov 21, 2023Sold Item",,Yes,No
Oakley M Frames Gloss Black/Silver Strike Sunglasses W/Dust Bag~Polarized,Pre-Owned,$71.00,"Sold  Nov 21, 2023Sold Item",7 bids,No,No
Oakley M Frame Black Sunglasses Glasses - pre-owned,Pre-Owned,$55.00,"Sold  Nov 21, 2023Sold Item",,Yes,No
Vintage Oakley M Frame 2.0 Matte Black Bronze Heater Sunglasses,Pre-Owned,$72.00,"Sold  Nov 21, 2023Sold Item",28 bids,No,No
Oakley SI Ballistic M Frame 2.0 Strike Safety Shooting Glasses Kit,Pre-Owned,$85.00,"Sold  Nov 21, 2023Sold Item",,Yes,No
Vintage Oakley M Frame Pro All Black,Pre-Owned,$130.00,"Sold  Nov 21, 2023Sold Item",,Yes,No
Oakley M Frame Black Sunglasses Read,Pre-Owned,$60.00,"Sold  Nov 21, 2023Sold Item",,Yes,No
New Oakley SI Ballistic M Frame 2.0 Strike Safety Shooting Glasses Kit - 11-138,New (Other),$116.00,"Sold  Nov 21, 2023Sold Item",,No,Yes
"Oakley M Frame Sunglasses, NEW, Extra Lens, Dark Metallic Green",New (Other),$105.50,"Sold  Nov 21, 2023Sold Item",3 bids,No,No
"Galaxy Replacement Lenses For Oakley M2 Frame Multi-Selection,SPECIAL OFFER!",New (Other),$2.29 to $8.65,"Sold  Nov 21, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame Alpha Operator Kit OO9296-02 New,Brand New,$250.00,"Sold  Nov 21, 2023Sold Item",,No,Yes
Oakley M Frame Black Sunglasses,Pre-Owned,$43.00,"Sold  Nov 21, 2023Sold Item",,No,Yes
Oakley M Frame Mumbo Gen 1 Carbon Fiber - Positive Red Heater - NEAR MINT,Pre-Owned,$249.99,"Sold  Nov 20, 2023Sold Item",,Yes,No
Oakley M frame heater + new EXTRA lens REDUCED PRICE!,Pre-Owned,$175.00,"Sold  Nov 20, 2023Sold Item",,No,Yes
Oakley M2 Frame XL Sunglasses OO9343-05 Polished White Frame/Black FRAME ONLY,Pre-Owned,$42.00,"Sold  Nov 20, 2023Sold Item",4 bids,No,No
Oakley M Frame Sport Sunglasses Blue Frame Men’s,Pre-Owned,$76.00,"Sold  Nov 20, 2023Sold Item",33 bids,No,No
Oakley M Frame Black Glasses - preowned,Pre-Owned,$60.00,"Sold  Nov 20, 2023Sold Item",,Yes,No
Oakley M Frame Black Sunglasses,Pre-Owned,$49.00,"Sold  Nov 19, 2023Sold Item",,Yes,No
AUTHENTIC VINTAGE OAKLEY M FRAME SUNGLASSES MATTE BLACK STRIKE IRIDIUM LENS,Pre-Owned,$119.99,"Sold  Nov 19, 2023Sold Item",,Yes,No
Oakley M2 Frame XL POLARIZED Sunglasses OO9343-09 Polished Black W/Black Iridium,New (Other),$104.99,"Sold  Nov 19, 2023Sold Item",,Yes,No
Oakley M2 Frame XL Sunglasses OO9343-05 Polished White Frame Fire Iridium Lenses,Pre-Owned,$57.88,"Sold  Nov 19, 2023Sold Item",,Yes,No
Oakley SI M Frame Ballistic 3.0 Array Clear & Prizm with Kit &Case USA Made,Pre-Owned,$102.50,"Sold  Nov 19, 2023Sold Item",,No,Yes
Oakley Pro M Frame Matte Black / White Icons w/ VR50/Clear Heater Lenses,New (Other),$219.00,"Sold  Nov 19, 2023Sold Item",,Yes,No
NEW OAKLEY OO9212-07 M2 FRAME NAVY GRAY POLARIZED AUTHENTIC SUNGLASSES 121,New (Other),$139.99,"Sold  Nov 19, 2023Sold Item",,Yes,No
Shop on eBay,Brand New,$20.00,,,Yes,No
Galaxy Replacement Lens For Oakley Si Ballistic M Frame 2.0 VENTED Multi-Color,New (Other),$5.91 to $21.98,"Sold  Nov 19, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 3.0 Array Sunglasses w/Multi-Lens Kit,New (Other),$125.00,"Sold  Nov 19, 2023Sold Item",,No,Yes
Oakley M2 Frame XL Men Sunglasses,Pre-Owned,$50.00,"Sold  Nov 18, 2023Sold Item",4 bids,No,No
Genuine Oakley M frame sunglasses Gloss GRAY with Case GENUINE Made In USA,Pre-Owned,$69.00,"Sold  Nov 18, 2023Sold Item",12 bids,No,No
Wholesale POLARIZED Replacement Lens For-Oakley M Frame Strike Vented Sunglasses,Brand New,$6.95,"Sold  Nov 18, 2023Sold Item",,Yes,No
OAKLEY SI BALLISTIC M FRAME 09296 ALPHA TERR TAN/GREY ANSI SUNGLASSES + MORE,Brand New,$159.00,"Sold  Nov 18, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 2.0 Strike Safety Shooting Sunglasses 90s Y2K Vtg,Pre-Owned,$139.99,"Sold  Nov 18, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame Strike Safety Shooting Glasses Kit,New (Other),$59.99,"Sold  Nov 18, 2023Sold Item",,Yes,No
Oakley M Frame 2.0 Sunglasses,Pre-Owned,$47.85,"Sold  Nov 18, 2023Sold Item",,No,Yes
Oakley SI Ballistic M Frame 3.0 Multicam Shooting Glasses OO9146-02 Mil Spec Z87,Brand New,$116.10,"Sold  Nov 18, 2023Sold Item",,Yes,No
Galaxy Replacement Lenses For Oakley M Frame Strike Polarized Blue&Red 2Pair,New (Other),$14.38,"Sold  Nov 18, 2023Sold Item",,Yes,No
Oakley M2 Frame XL POLARIZED Sunglasses OO9343-1945 Matte Black W/ PRIZM Black,New (Other),$119.99,"Sold  Nov 18, 2023Sold Item",,Yes,No
NEW OAKLEY M FRAME Polished Burnt Orange/ Dark Gray Sweep Lens RARE!,New (Other),$160.00,"Sold  Nov 17, 2023Sold Item",,Yes,No
Oakley Sunglasses M Frame Crystal Blue/ Blue Rare Razor Blades,Pre-Owned,$134.99,"Sold  Nov 17, 2023Sold Item",,Yes,No
Oakley M Frame Matte Black Gold Iridium Heater Silver Icons RARE,Pre-Owned,$79.99,"Sold  Nov 17, 2023Sold Item",,Yes,No
"Oakley M Frame Sunglasses With Case, Interchangeable Lenses And Nose Pieces!",Pre-Owned,$89.99,"Sold  Nov 17, 2023Sold Item",,Yes,No
Oakley M Frame G26 Vented Hybrid Lens - NICE,Pre-Owned,$69.99,"Sold  Nov 17, 2023Sold Item",,Yes,No
Oakley M2 Frame XL Blue/Red Frames Prizm Road Glasses Bike Military Shooting,Pre-Owned,$75.99,"Sold  Nov 17, 2023Sold Item",,Yes,No
M Frames 1.0 Oakley Matte Black/Grey Sunglasses Frames Only!,Pre-Owned,$74.99,"Sold  Nov 17, 2023Sold Item",,Yes,No
Oakley M Frame Red Frame Purple/Red Iridium Lens Sunglasses,Pre-Owned,$63.00,"Sold  Nov 16, 2023Sold Item",7 bids,No,No
Solarium Polarized Replacement Lenses & Nose Pads for Oakley M Frame Strike,New (Other),$7.59,"Sold  Nov 16, 2023Sold Item",,Yes,No
Galaxy Replacement Lenses + Rubber Kits For Oakley M Frame Sweep Black Color,New (Other),$16.95,"Sold  Nov 16, 2023Sold Item",,Yes,No
Oakley SI ballistic frame glasses clamshell storage case only,Pre-Owned,$14.00,"Sold  Nov 16, 2023Sold Item",,Yes,No
Oakley Mens Sunglasses Frame Only M2 009343-02 121 Black,Pre-Owned,$59.99,"Sold  Nov 16, 2023Sold Item",,Yes,No
3x Oakley SI Ballistic M Frame 2.0 Black Strike IP Array Clear & Grey Lenses,Brand New,$199.95,"Sold  Nov 16, 2023Sold Item",,Yes,No
Oakley ESS URX Adapter For SI M Frame 2.0 Goggles APEL,Brand New,$40.00,"Sold  Nov 15, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 3.0 Matte Black Z87 Clear & Gray Lenses 0OO9146 NIB,Brand New,$115.00,"Sold  Nov 15, 2023Sold Item",1 bid,No,No
Oakley Pro M Frame Vintage Sunglasses Yellow Frame 06-925,Pre-Owned,$220.00,"Sold  Nov 15, 2023Sold Item",,Yes,No
"Oakley M Frame Fire Iridium ""STONEY"" Vented Strike Lens - MINT",Pre-Owned,$79.99,"Sold  Nov 15, 2023Sold Item",,No,Yes
Oakley M Frame Black Sunglasses READ DESCRIPTION,Pre-Owned,$31.00,"Sold  Nov 15, 2023Sold Item",19 bids,No,No
Vintage Oakley M Frame Purple Chrome Rainbow Lens Sunglasses VTG,Pre-Owned,$56.00,"Sold  Nov 15, 2023Sold Item",5 bids,No,No
Oakley M Frame USA Black Sunglasses 9D,Pre-Owned,$41.99,"Sold  Nov 15, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 2.0 Strike Array - Clear And Grey Lenses - Hard Case,Brand New,$70.00,"Sold  Nov 15, 2023Sold Item",,No,Yes
Oakley M Frame Pro Lance Armstrong FMJ 5.56/Flag - Ice Iridium Hybrid S,New (Other),$200.00,"Sold  Nov 15, 2023Sold Item",1 bid,No,No
OAKLEY M FRAME PERSIMMON STRIKE Ballistic REPLACEMENT LENS w/ nose piece GLASSES,Brand New,$37.99,"Sold  Nov 15, 2023Sold Item",,Yes,No
New Oakley SI Ballistic M Frame 2.0 Strike Safety Shooting Glasses Kit - 11-138,New (Other),$79.95,"Sold  Nov 15, 2023Sold Item",,Yes,No
Oakley Standard Issue Ballistic M Frame 2.0 Men's Sunglasses - Grey/Clear Lens,Brand New,$70.00,"Sold  Nov 15, 2023Sold Item",,Yes,No
Galaxy Ear socks Rubber Kits For Oakley M Frame Strike/Sweep/Heater/Hybrid Black,New (Other),$5.95,"Sold  Nov 14, 2023Sold Item",,Yes,No
(No Middle Clip) M Frames 2.0 Oakley Matte Black Sunglasses Frames Only!,Pre-Owned,$49.99,"Sold  Nov 14, 2023Sold Item",,Yes,No
Oakley Men's M-Frame Sunglasses Frame ONLY No Lens Black,Pre-Owned,$49.99,"Sold  Nov 14, 2023Sold Item",,No,Yes
Oakley Silver Mens M Frame Sunglasses Vented Bronze Lens,Pre-Owned,$100.00,"Sold  Nov 14, 2023Sold Item",,No,Yes
Galaxy Nose Pads + Earsocks For Oakley Si Ballistic M Frame 2.0 Z87 Black,New (Other),$10.78,"Sold  Nov 14, 2023Sold Item",,Yes,No
Oakley M2 Frame XL Sunglasses OO9343-21 Polished Black W/ PRIZM Sapphire Lens,New (Other),$94.99,"Sold  Nov 13, 2023Sold Item",,Yes,No
Oakley M2 Frame XL Grey Replacement Lens Authentic Smoked Gray New,New (Other),$49.99,"Sold  Nov 13, 2023Sold Item",,Yes,No
Galaxy Replacement Lenses + Rubber Kits For Oakley M Frame Strike Black Color,New (Other),$16.95,"Sold  Nov 13, 2023Sold Item",,Yes,No
Oakley OO9047 SI Ballistic M Frame 2.0 Strike Shield Glasses,Brand New,$75.00,"Sold  Nov 13, 2023Sold Item",,Yes,No
"Oakley S1 M Fame Sunglasses Zip Case W/Extra Lenses,  NO FRAMES",Pre-Owned,$29.95,"Sold  Nov 13, 2023Sold Item",,Yes,No
Oakley Standard Issue Ballistic M Frame 2.0 Men's Sunglasses - Grey/Clear Lens,Brand New,$70.00,"Sold  Nov 13, 2023Sold Item",,Yes,No
AUTHENTIC OAKLEY FLAK 2.0 XL OO 9188 MATTE BLACK PRIZM POLARIZED SUNGLASSES,New (Other),$105.99,"Sold  Nov 13, 2023Sold Item",,Yes,No
Oakley Early M Frame Clear Red Sunglasses Free shipping Good condition #664,Pre-Owned,$193.58,"Sold  Nov 12, 2023Sold Item",,Yes,No
OAKLEY M Frame w/ with Case,Pre-Owned,$105.00,"Sold  Nov 13, 2023Sold Item",22 bids,No,No
[OO9343-21] Mens Oakley M2 Frame XL Sunglasses,Brand New,$105.99,"Sold  Nov 13, 2023Sold Item",,Yes,No
OAKLEY M FRAME 2.0 SI HYBRID S MATTE BLACK GREY BALLISTIC Z87 SUNGLASSES OO9061,Brand New,$115.00,"Sold  Nov 13, 2023Sold Item",,Yes,No
"New Oakley M Frame 2.0 ""Case"" w/ Anti Fog Kit & Head Strap - ""No Sunglasess""",Brand New,$29.95,"Sold  Nov 12, 2023Sold Item",,Yes,No
Oakley M Frame Black Sunglasses,Pre-Owned,$69.99,"Sold  Nov 12, 2023Sold Item",,Yes,No
"OAKLEY M FRAME SWEEP, HYBRID STRAP 1.0",Brand New,$20.00,"Sold  Nov 12, 2023Sold Item",,Yes,No
Oakley M Frame Heater Golf Sunglasses Black Frame Grey Lenses With Box,Pre-Owned,$149.99,"Sold  Nov 12, 2023Sold Item",,No,Yes
Custom Oakley M2 Frame Mens Sunglasses Black Frame Prizm Road Lenses,Pre-Owned,$57.00,"Sold  Nov 12, 2023Sold Item",17 bids,No,No
Oakley SI Ballistic M Frame 2.0 Strike Array Frame Black Lense Clear Grey 11-138,Brand New,$58.73,"Sold  Nov 12, 2023Sold Item",5 bids,No,No
Oakley M2 Frame Sunglasses OO9254-09 Polished White/Jade Iridium Asian,Brand New,$109.99,"Sold  Nov 12, 2023Sold Item",,Yes,No
Shop on eBay,Brand New,$20.00,,,Yes,No
Oakley M2 Frame Sunglasses OO9212-04 Silver/Fire Iridium,Brand New,$119.99,"Sold  Nov 12, 2023Sold Item",,Yes,No
Oakley OO9296-2144 Ballistic M Frame Alpha Clear Prizm Tan Sunglasses,Brand New,$162.18,"Sold  Nov 12, 2023Sold Item",,Yes,No
NEW OAKLEY SI Ballistic Sun Glasses M Frame 2.0 Array Strike Clear & Gray APEL,New (Other),$89.00,"Sold  Nov 11, 2023Sold Item",,Yes,No
Oakley M Frame sunglasses new lens,Pre-Owned,$45.00,"Sold  Nov 11, 2023Sold Item",,Yes,No
NOS New in box Vintage Oakley M Frame - Hybrid S -  Replacement Lens - Grey,Brand New,$50.00,"Sold  Nov 11, 2023Sold Item",,Yes,No
Vintage Oakley M Frame Sunglasses Sweep 90s Silver Amber Polarized Lenses 09-176,Pre-Owned,$124.99,"Sold  Nov 11, 2023Sold Item",,No,Yes
Galaxy Replacement Lenses For Oakley M 2 Frame Photochromic Transition 100% UVAB,New (Other),$10.15,"Sold  Nov 11, 2023Sold Item",,Yes,No
NOS New in box Vintage Oakley M Frame - Hybrid S -  Replacement Lens - Black,Brand New,$50.00,"Sold  Nov 11, 2023Sold Item",,No,Yes
Oakley SI M Frame 2.0 Shooting Safety Glasses Clear Lens Case,Pre-Owned,$39.99,"Sold  Nov 11, 2023Sold Item",6 bids,No,No
NEW Oakley SI Ballistic M-Frame 2.0 Black Frame w/ Clear & Dark Lens,Brand New,$66.00,"Sold  Nov 11, 2023Sold Item",2 bids,No,No
OAKLEY SI  (Two Lens) BALLISTIC M FRAME ALPHA  APEL safety glasses OO9296-10 USA,Brand New,$89.95,"Sold  Nov 11, 2023Sold Item",1 bid,No,No
Oakley Mens Black M-Frame Sunglasses,Pre-Owned,$80.00,"Sold  Nov 11, 2023Sold Item",,Yes,No
Oakley Men's M Frame 2.0 Hybrid Array Glasses - Matte Black/Clear,Brand New,$89.99,"Sold  Nov 11, 2023Sold Item",,Yes,No
Walleva Fire Red Replacemen?t Lenses+Ear?socks For Oakley M Frame Sweep,Brand New,$21.99,"Sold  May 30, 2022Sold Item",,Yes,No
Oakley SI Ballistic M-frame 3.0 Sunglasses MIR Z87 Military Black Shades Mens *,Pre-Owned,$103.50,"Sold  Nov 10, 2023Sold Item",,Yes,No
Oakley Blade Persimmon/Rust Orange Lens - NICE,Pre-Owned,$29.99,"Sold  Nov 11, 2023Sold Item",,Yes,No
OAKLEY Sunglasses Pro M Frame Pro M Frame,Pre-Owned,$116.29,"Sold  Nov 10, 2023Sold Item",,No,Yes
Oakley Men's M-Frame Sunglasses Frame ONLY NO Lens Gray Used Condition,Pre-Owned,$60.00,"Sold  Nov 10, 2023Sold Item",,No,Yes
Oakley Men Sunglasses OO9047-01 SI Ballistic M-Frame 2.0 PPE Black Clear Lenses,Brand New,$74.95,"Sold  May 5, 2023Sold Item",,Yes,No
Oakley Mens M Frame Root Beer Brown Sunglasses.,Pre-Owned,$100.00,"Sold  Nov 10, 2023Sold Item",,Yes,No
NEW OAKLEY M FRAME Polished Crimson Red Gold Icon/ Dark Gray Sweep Lens RARE!,New (Other),$200.00,"Sold  Nov 10, 2023Sold Item",,Yes,No
NEW* OAKLEY M frame 2.0 Ballistic Black POLARIZED Galaxy Blue len Sunglass 9046,Brand New,$128.87,"Sold  Nov 10, 2023Sold Item",,Yes,No
Scratched - Nosepads Z87 SI M Frames 2.0 Oakley Clear Sunglasses Lenses Only!,Pre-Owned,$12.99,"Sold  Nov 9, 2023Sold Item",,Yes,No
Replacement Lenses For Oakley M Frame Heater Multi-Selection By Galaxylense,New (Other),$5.85 to $17.98,"Sold  Nov 9, 2023Sold Item",,Yes,No
Vintage Oakley M Frame 2.0 Matte Black And REDDISH LENSES,Pre-Owned,$225.00,"Sold  Nov 9, 2023Sold Item",1 bid,No,No
Oakley M Frame Black Half Rim Shield Wrap Sunglasses Gray Lens 130 MISSING NOSE,Pre-Owned,$49.99,"Sold  Nov 9, 2023Sold Item",,Yes,No
**USED** Oakley M2 Frame Men's Black Lens Sunglasses - some Scratches,Pre-Owned,$49.99,"Sold  Nov 9, 2023Sold Item",,No,Yes
Oakley SI Ballistic M-frame 3.0 Sunglasses MIR Z87 Military Frame Only Mens Read,Pre-Owned,$34.99,"Sold  Nov 9, 2023Sold Item",,Yes,No
"Oakley M-Frame Earsocks & Nosepiece Kit, Slate GRAY Sunglasses, NEW 06-599",Brand New,$21.99,"Sold  Nov 8, 2023Sold Item",,Yes,No
Oakley Sunglasses SI M Frame Bone Grey TR22 OO9146-05,Brand New,$89.99,"Sold  Nov 8, 2023Sold Item",1 bid,No,No
Oakley Standard issue SI Ballistic M Frame 2.0 Z87 Black Sunglasses & Case,Pre-Owned,$54.00,"Sold  Nov 8, 2023Sold Item",19 bids,No,No
Oakley SI Ballistic M Frame 3.0 Matte Black w/ Z87 Grey Strike Lenses,Pre-Owned,$60.00,"Sold  Nov 8, 2023Sold Item",,No,Yes
Oakley M Frame Strike Persimmon Sunglasses,Pre-Owned,$100.00,"Sold  Nov 8, 2023Sold Item",,No,Yes
Oakley SI Ballistic M Frame 3.0 Matte Black Z87 Clear Gray Lenses 0OO9146 New,Brand New,$114.99,"Sold  Nov 8, 2023Sold Item",,Yes,No
NEW OAKLEY M FRAME PRO MATTE BLACK NO HINGE FRAME ONLY,New (Other),$110.00 to $135.00,"Sold  Nov 8, 2023Sold Item",,Yes,No
Oakley SI Ballistic M Frame 2.0 (OO9213) - FRAME ONLY (No Lenses) BNIB Authentic,Brand New,$53.19,"Sold  Nov 8, 2023Sold Item",,Yes,No
NOS New in box Vintage Oakley M Frame Pro Slash Earsock / Foam Kit - Black,Brand New,$17.00,"Sold  Nov 8, 2023Sold Item",,Yes,No
NOS New in box Vintage Oakley M Frame Hybrid Replacement Lens - Grey,Brand New,$50.00,"Sold  Nov 8, 2023Sold Item",,Yes,No
Oakley SI Ballistic M-frame 3.0 Sunglasses MIR Z87 Military Frame Only Mens Read,Pre-Owned,$34.99,"Sold  Nov 8, 2023Sold Item",,No,Yes
**USED** Oakley M2 Frame Men's Black Lens Sunglasses,Pre-Owned,$65.00,"Sold  Nov 8, 2023Sold Item",,No,Yes
Oakley Standard Issue Ballistic APEL M Frame 2.0 Black Safety Glasses + Case +,Pre-Owned,$64.00,"Sold  Nov 7, 2023Sold Item",,Yes,No
New Oakley M2 Frame Redline Mens Shield Sunglasses With +Red Iridium Lens Rare,Brand New,$125.99,"Sold  Nov 7, 2023Sold Item",,Yes,No
"Oakley M-Frame Earsocks & Nosepiece Kit, Black Sunglasses, NEW 06-596",Brand New,$21.99,"Sold  Nov 7, 2023Sold Item",,Yes,No
"Oakley M-Frame Earsocks & Nosepiece Kit, Slate GRAY Sunglasses, NEW 06-599",Brand New,$21.99,"Sold  Nov 7, 2023Sold Item",,Yes,No
Oakley M2 Frame Polished Black/Black Iridium OO9212-01 Free Shipping,New (Other),$140.00,"Sold  Nov 7, 2023Sold Item",,Yes,No
"Oakley M Frame Heater ""The Bridge""  Sunglasses",Brand New,$169.00,"Sold  Nov 7, 2023Sold Item",,Yes,No
Oakley M frame heater,Pre-Owned,$100.00,"Sold  Nov 7, 2023Sold Item",,Yes,No
Galaxy Replacement Lens For Oakley Si Ballistic M Frame 3.0 VENTED Photochromic,New (Other),$10.90,"Sold  Nov 7, 2023Sold Item",,Yes,No
Oakley RADAR PATH Crystal Red w/ +Red Iridium Sunglasses Rare NPI stamp m frame,Pre-Owned,$175.00,"Sold  Nov 7, 2023Sold Item",,No,Yes
Sunlasses Nose Pads for-Oakley M Frame Sweep/Strike/Hybrid/Heater Razor Blade,New (Other),$19.99,"Sold  Nov 7, 2023Sold Item",,Yes,No
Oakley M Frame 3.0 BONE Replacement Frame - New w/ USA Oakley Microfiber,New (Other),$89.95,"Sold  Nov 6, 2023Sold Item",,Yes,No
Oakley M Frame Men's Singlasses - Black/Clear (11-161),Pre-Owned,$64.99,"Sold  Nov 6, 2023Sold Item",1 bid,No,No
